Date/Time Opened,Date/Time Closed,break_deduction,deductions_or_benefits,final_paycheck,leave_or_vacation_pay,minimum_wage,misclassification,overtime,payroll_records,regular_wages_unpaid,retaliation,tips,training_or_off_clock,Unclear,issue_count,cross_ordinance,employ_cannot_pay,employer_unreachable,evidence_mentioned,joint_employer_or_intermediary,long_or_repeated_period,multiple_workers,description_quality
2025-07-21 9:24:00,2025-07-25 15:03:00,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3
2025-07-21 15:44:00,2025-08-22 11:43:00,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,2
2025-07-22 11:57:00,2025-10-30 15:04:00,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2
2025-07-22 15:54:00,2025-08-19 8:45:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-07-24 9:53:00,2025-08-21 16:06:00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2
2025-07-24 16:48:00,2025-09-24 15:50:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-07-25 14:53:00,2025-08-08 14:06:00,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,3
2025-07-27 16:49:00,2025-09-24 15:52:00,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
2025-07-27 18:38:00,2025-11-28 8:44:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-07-28 16:26:00,2025-10-30 15:06:00,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
2025-07-28 16:31:00,2025-08-14 14:54:00,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,2
2025-07-29 13:52:00,2025-12-08 15:47:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,2
2025-07-31 8:46:00,2025-09-29 14:58:00,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,1,1,3
2025-07-31 9:01:00,2025-09-02 11:46:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2
2025-08-01 10:33:00,2025-09-02 11:48:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-08-03 19:28:00,2025-08-05 12:27:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-08-04 9:09:00,2025-10-17 11:34:00,0,0,0,1,0,0,0,0,1,1,0,0,0,3,1,0,0,1,0,1,0,3
2025-08-04 9:16:00,2025-10-02 12:40:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-08-04 9:22:00,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-08-04 9:27:00,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-08-04 12:43:00,2025-08-04 12:45:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
2025-08-04 19:33:00,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
2025-08-05 9:45:00,2025-09-08 11:58:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
2025-08-05 15:52:00,2025-09-16 13:49:00,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,2
2025-08-05 17:05:00,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-08-07 12:16:00,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3
2025-08-08 11:47:00,2025-09-08 12:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2025-08-11 15:04:00,2025-10-24 10:21:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
2025-08-11 16:24:00,,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,3
2025-08-12 9:02:00,2025-10-14 12:18:00,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
2025-08-12 8:56:00,,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
2025-08-13 11:16:00,2025-09-19 16:13:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-08-14 16:08:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2
2025-08-18 10:55:00,2025-10-08 8:58:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,2
2025-08-18 12:52:00,2025-09-19 16:16:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-08-18 18:24:00,2025-08-19 9:50:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-08-19 7:07:00,2025-08-20 9:25:00,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2025-08-19 16:24:00,,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,3
2025-08-19 19:14:00,2025-09-26 12:25:00,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,1,2
2025-08-21 13:22:00,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2025-08-21 22:47:00,2025-08-25 14:50:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-08-22 10:38:00,2025-08-25 15:38:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2
2025-08-22 14:47:00,2025-09-26 12:28:00,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
2025-08-24 12:04:00,2025-08-28 10:56:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-08-25 9:10:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
2025-08-25 9:20:00,2025-12-17 14:17:00,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,1,0,1,1,3
2025-08-25 9:35:00,2026-05-12 16:10:00,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,3
2025-08-26 8:41:00,2025-08-28 11:25:00,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
2025-08-26 14:52:00,2025-09-16 13:51:00,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,1,0,0,1,2
2025-08-26 16:55:00,2025-10-03 11:32:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-08-27 8:15:00,2025-12-03 15:24:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-08-27 9:18:00,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
2025-08-27 10:42:00,2025-08-28 11:24:00,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-08-28 9:04:00,,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,3
2025-08-28 13:07:00,2025-10-03 11:33:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-08-29 12:46:00,2025-09-05 15:08:00,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-08-29 13:43:00,2025-12-19 10:33:00,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,1,0,0,0,3
2025-08-30 12:11:00,2025-09-18 16:03:00,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2
2025-08-31 13:23:00,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-08-31 14:25:00,2025-10-27 14:59:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-09-02 9:42:00,2026-02-27 10:21:00,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,3
2025-09-02 10:11:00,2025-10-15 13:02:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,3
2025-09-05 6:08:00,2025-10-14 9:39:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-09-07 9:23:00,2025-09-16 10:06:00,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2
2025-09-08 15:48:00,2025-09-26 15:46:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2025-09-10 8:46:00,,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,3
2025-09-10 14:11:00,2025-09-16 12:03:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-09-12 16:25:00,2025-10-03 9:59:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
2025-09-15 14:49:00,2025-10-17 8:17:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-09-16 14:29:00,2025-10-17 12:06:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
2025-09-19 12:10:00,2025-10-24 11:43:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2025-09-19 15:47:00,2025-10-23 14:40:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3
2025-09-19 16:01:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3
2025-09-19 15:51:00,2025-10-23 14:40:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3
2025-09-19 15:56:00,2025-10-23 14:41:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3
2025-09-22 10:13:00,2025-12-09 15:05:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-09-22 10:17:00,2025-10-24 11:45:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-09-22 12:02:00,2025-11-14 11:39:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-09-24 9:05:00,2026-01-15 11:32:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
2025-09-24 16:56:00,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
2025-09-25 9:56:00,2025-11-04 11:51:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-09-26 13:01:00,2025-09-26 13:04:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,2
2025-09-27 14:18:00,2025-11-04 11:52:00,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2
2025-09-28 9:23:00,2025-09-29 15:45:00,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
2025-09-29 9:45:00,,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,3
2025-09-29 10:59:00,2025-09-29 11:01:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,3
2025-09-30 8:13:00,2025-12-03 15:21:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-10-06 9:42:00,2025-11-25 16:05:00,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2
2025-10-07 14:56:00,,0,0,1,0,1,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,3
2025-10-09 14:46:00,2025-11-25 16:04:00,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2
2025-10-09 18:21:00,2025-11-14 11:37:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-10-09 19:35:00,2025-10-10 9:27:00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
2025-10-15 15:14:00,2025-12-22 12:56:00,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,0,1,1,0,0,0,3
2025-10-22 12:40:00,2026-06-03 16:09:00,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,1,0,0,0,3
2025-10-22 12:47:00,2026-06-03 16:10:00,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,1,0,1,0,3
2025-10-22 15:23:00,2025-10-22 15:25:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-10-24 12:05:00,,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,1,2
2025-10-24 14:54:00,2025-10-27 14:11:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-10-27 9:31:00,2025-10-27 9:44:00,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,3
2025-10-27 20:19:00,2025-12-05 11:52:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-10-27 20:36:00,2025-10-28 8:50:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2025-10-28 9:09:00,2025-11-25 10:34:00,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2025-10-28 9:59:00,2025-12-08 8:35:00,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,3
2025-10-29 4:09:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,2
2025-11-01 8:09:00,2025-11-07 9:32:00,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,2
2025-11-04 9:35:00,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
2025-11-05 7:28:00,2025-11-06 14:03:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2025-11-06 8:34:00,2026-02-17 10:54:00,0,0,0,1,0,0,1,0,1,0,0,0,0,3,1,0,0,1,0,1,0,3
2025-11-07 12:11:00,2025-12-12 15:14:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-11-07 15:03:00,2025-11-10 10:21:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-11-09 15:24:00,2025-12-12 15:16:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2025-11-09 20:44:00,2025-11-17 10:01:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-11-10 10:31:00,2025-11-26 13:03:00,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,1,3
2025-11-11 7:51:00,2025-12-12 15:17:00,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,1,0,0,2
2025-11-12 17:16:00,2026-03-18 16:01:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-11-15 13:03:00,2026-02-18 10:13:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2025-11-15 12:24:00,2025-12-19 12:11:00,0,1,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,3
2025-11-16 9:58:00,2025-12-19 12:12:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-11-17 20:48:00,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2025-11-18 11:45:00,2025-12-02 11:24:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-11-19 14:21:00,,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,1,0,1,0,3
2025-11-20 10:56:00,,0,1,0,1,0,1,0,0,1,1,0,0,0,5,1,0,0,1,0,0,0,2
2025-11-20 13:15:00,2025-11-21 15:58:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2
2025-11-21 9:08:00,2025-12-02 11:07:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-11-21 11:04:00,2026-03-23 12:41:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
2025-11-24 19:23:00,2026-02-19 9:59:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-11-26 11:51:00,2025-12-29 16:11:00,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,1,0,2
2025-11-28 10:30:00,2025-12-29 16:15:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-12-01 15:54:00,2025-12-01 16:04:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
2025-12-01 16:02:00,2025-12-01 16:05:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
2025-12-03 14:45:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-12-03 14:41:00,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2
2025-12-10 9:55:00,2026-01-20 9:15:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-12-10 16:38:00,2026-03-11 14:05:00,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
2025-12-10 20:00:00,2026-01-16 10:59:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-12-11 9:59:00,2025-12-11 10:52:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-12-11 11:11:00,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
2025-12-12 7:56:00,2025-12-17 11:53:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2025-12-13 10:11:00,2026-01-21 10:32:00,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2
2025-12-14 15:35:00,2025-12-23 13:58:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
2025-12-15 12:03:00,2026-01-20 9:17:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-12-17 16:28:00,2026-01-23 11:31:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-12-18 18:14:00,2026-01-09 12:12:00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
2025-12-19 9:48:00,2026-01-20 16:28:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
2025-12-19 11:03:00,2025-12-23 15:48:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3
2025-12-21 10:07:00,2026-01-02 9:15:00,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2
2025-12-22 13:02:00,2026-01-23 11:40:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2025-12-27 14:07:00,2025-12-29 16:16:00,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
2025-12-28 18:02:00,2026-02-20 10:45:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2025-12-29 13:02:00,2026-02-02 11:58:00,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2
2025-12-29 15:47:00,2025-12-29 15:59:00,0,0,1,1,0,0,0,0,0,0,0,1,0,3,1,0,0,1,0,1,0,3
2025-12-30 13:40:00,,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,1,3
2026-01-02 4:49:00,2026-01-02 10:28:00,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
2026-01-04 10:29:00,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-01-05 6:13:00,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2026-01-06 15:46:00,2026-01-07 14:46:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,2
2026-01-09 14:44:00,,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,3
2026-01-11 21:26:00,2026-02-13 12:37:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
2026-01-12 9:49:00,,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
2026-01-12 11:59:00,2026-01-12 12:04:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2026-01-12 11:37:00,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2026-01-13 10:12:00,2026-01-26 10:52:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2
2026-01-14 16:13:00,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-01-15 17:32:00,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
2026-01-19 14:21:00,2026-01-22 12:34:00,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,3
2026-01-20 11:22:00,2026-03-06 12:10:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-01-22 9:41:00,2026-01-22 9:43:00,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3
2026-01-23 12:54:00,2026-03-06 12:11:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-01-25 11:47:00,2026-01-30 15:17:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN
2026-01-27 8:38:00,,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,1,3
2026-01-29 10:35:00,2026-04-17 11:35:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
2026-01-29 14:09:00,2026-02-26 15:54:00,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1
2026-01-29 16:06:00,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2
2026-01-29 18:33:00,2026-01-30 15:11:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,3
2026-02-02 4:03:00,2026-06-18 16:13:00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2
2026-02-02 9:21:00,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2026-02-02 9:32:00,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3
